"","V1","V2","V3"
"43599",1543,3524,5
"43601",1543,3570,5
"43603",1543,3626,7
"43604",1543,3746,5
"43605",1543,3757,7
"43613",1543,3941,7
"43614",1543,3994,3
"43621",1555,1620,6
"43623",1555,1694,6
"43624",1555,1704,4
"43626",1555,1730,6
"43627",1555,1744,4
"43628",1555,1759,4
"43629",1555,1763,4
"43632",1555,1797,6
"43633",1555,1799,7
"43635",1555,1828,8
"43637",1555,1846,6
"43640",1555,1875,4
"43641",1555,1896,5
"43644",1555,1923,5
"43645",1555,1947,5
"43648",1555,1966,5
"43650",1555,1986,7
"43652",1555,2006,7
"43656",1555,2069,3
"43659",1555,2107,7
"43660",1555,2118,7
"43662",1555,2141,5
"43663",1555,2158,7
"43666",1555,2192,6
"43667",1555,2196,3
"43668",1555,2211,8
"43669",1555,2230,5
"43670",1555,2242,5
"43673",1555,2295,5
"43675",1555,2327,5
"43676",1555,2332,8
"43677",1555,2340,7
"43679",1555,2381,5
"43680",1555,2389,7
"43681",1555,2413,8
"43682",1555,2418,7
"43683",1555,2452,6
"43685",1555,2488,5
"43686",1555,2498,6
"43688",1555,2512,6
"43689",1555,2523,5
"43690",1555,2535,7
"43691",1555,2585,4
"43692",1555,2607,6
"43693",1555,2682,6
"43694",1555,2701,3
"43695",1555,2827,7
"43696",1555,2835,5
"43699",1555,2857,5
"43701",1555,2877,7
"43702",1555,2880,5
"43703",1555,2897,7
"43704",1555,2908,8
"43705",1555,2915,8
"43706",1555,2919,9
"43710",1555,2954,5
"43711",1555,2984,5
"43716",1555,3029,5
"43722",1555,3085,8
"43723",1555,3134,8
"43725",1555,3261,5
"43728",1555,3341,7
"43731",1555,3375,7
"43732",1555,3380,7
"43733",1555,3388,8
"43734",1555,3415,7
"43736",1555,3435,7
"43737",1555,3443,7
"43738",1555,3486,7
"43739",1555,3488,6
"43740",1555,3524,7
"43742",1555,3570,9
"43744",1555,3626,7
"43745",1555,3746,7
"43746",1555,3757,5
"43754",1555,3941,5
"43755",1555,3994,5
"44177",1620,1694,4
"44178",1620,1704,6
"44180",1620,1730,4
"44181",1620,1744,4
"44182",1620,1759,6
"44183",1620,1763,8
"44186",1620,1797,6
"44187",1620,1799,7
"44189",1620,1828,6
"44191",1620,1846,6
"44194",1620,1875,6
"44195",1620,1896,5
"44198",1620,1923,7
"44199",1620,1947,5
"44202",1620,1966,5
"44204",1620,1986,7
"44206",1620,2006,5
"44210",1620,2069,7
"44213",1620,2107,3
"44214",1620,2118,7
"44216",1620,2141,3
"44217",1620,2158,5
"44220",1620,2192,8
"44221",1620,2196,7
"44222",1620,2211,8
"44223",1620,2230,7
"44224",1620,2242,7
"44227",1620,2295,5
"44229",1620,2327,7
"44230",1620,2332,6
"44231",1620,2340,5
"44233",1620,2381,7
"44234",1620,2389,7
"44235",1620,2413,6
"44236",1620,2418,5
"44237",1620,2452,6
"44239",1620,2488,5
"44240",1620,2498,8
"44242",1620,2512,8
"44243",1620,2523,7
"44244",1620,2535,7
"44245",1620,2585,8
"44246",1620,2607,6
"44247",1620,2682,6
"44248",1620,2701,7
"44249",1620,2827,7
"44250",1620,2835,9
"44253",1620,2857,7
"44255",1620,2877,5
"44256",1620,2880,9
"44257",1620,2897,5
"44258",1620,2908,6
"44259",1620,2915,8
"44260",1620,2919,7
"44264",1620,2954,7
"44265",1620,2984,7
"44270",1620,3029,9
"44276",1620,3085,6
"44277",1620,3134,4
"44279",1620,3261,5
"44282",1620,3341,7
"44285",1620,3375,5
"44286",1620,3380,7
"44287",1620,3388,6
"44288",1620,3415,7
"44290",1620,3435,5
"44291",1620,3443,7
"44292",1620,3486,3
"44293",1620,3488,8
"44294",1620,3524,7
"44296",1620,3570,7
"44298",1620,3626,3
"44299",1620,3746,5
"44300",1620,3757,7
"44308",1620,3941,7
"44309",1620,3994,3
"44449",1694,1704,4
"44451",1694,1730,4
"44452",1694,1744,6
"44453",1694,1759,4
"44454",1694,1763,8
"44457",1694,1797,6
"44458",1694,1799,5
"44460",1694,1828,8
"44462",1694,1846,6
"44465",1694,1875,6
"44466",1694,1896,5
"44469",1694,1923,7
"44470",1694,1947,5
"44473",1694,1966,5
"44475",1694,1986,7
"44477",1694,2006,7
"44481",1694,2069,7
"44484",1694,2107,5
"44485",1694,2118,9
"44487",1694,2141,3
"44488",1694,2158,7
"44491",1694,2192,8
"44492",1694,2196,7
"44493",1694,2211,10
"44494",1694,2230,7
"44495",1694,2242,9
"44498",1694,2295,7
"44500",1694,2327,7
"44501",1694,2332,8
"44502",1694,2340,7
"44504",1694,2381,5
"44505",1694,2389,7
"44506",1694,2413,6
"44507",1694,2418,5
"44508",1694,2452,6
"44510",1694,2488,3
"44511",1694,2498,8
"44513",1694,2512,8
"44514",1694,2523,5
"44515",1694,2535,7
"44516",1694,2585,6
"44517",1694,2607,8
"44518",1694,2682,6
"44519",1694,2701,7
"44520",1694,2827,7
"44521",1694,2835,9
"44524",1694,2857,7
"44526",1694,2877,5
"44527",1694,2880,9
"44528",1694,2897,5
"44529",1694,2908,6
"44530",1694,2915,10
"44531",1694,2919,7
"44535",1694,2954,7
"44536",1694,2984,7
"44541",1694,3029,7
"44547",1694,3085,6
"44548",1694,3134,4
"44550",1694,3261,3
"44553",1694,3341,5
"44556",1694,3375,7
"44557",1694,3380,7
"44558",1694,3388,8
"44559",1694,3415,5
"44561",1694,3435,5
"44562",1694,3443,5
"44563",1694,3486,5
"44564",1694,3488,8
"44565",1694,3524,7
"44567",1694,3570,5
"44569",1694,3626,7
"44570",1694,3746,7
"44571",1694,3757,5
"44579",1694,3941,7
"44580",1694,3994,5
"44585",1704,1730,4
"44586",1704,1744,6
"44587",1704,1759,6
"44588",1704,1763,6
"44591",1704,1797,6
"44592",1704,1799,5
"44594",1704,1828,6
"44596",1704,1846,6
"44599",1704,1875,4
"44600",1704,1896,5
"44603",1704,1923,5
"44604",1704,1947,3
"44607",1704,1966,5
"44609",1704,1986,7
"44611",1704,2006,7
"44615",1704,2069,3
"44618",1704,2107,5
"44619",1704,2118,7
"44621",1704,2141,5
"44622",1704,2158,9
"44625",1704,2192,8
"44626",1704,2196,5
"44627",1704,2211,8
"44628",1704,2230,7
"44629",1704,2242,7
"44632",1704,2295,7
"44634",1704,2327,3
"44635",1704,2332,6
"44636",1704,2340,5
"44638",1704,2381,5
"44639",1704,2389,5
"44640",1704,2413,8
"44641",1704,2418,5
"44642",1704,2452,6
"44644",1704,2488,3
"44645",1704,2498,6
"44647",1704,2512,4
"44648",1704,2523,3
"44649",1704,2535,7
"44650",1704,2585,6
"44651",1704,2607,8
"44652",1704,2682,8
"44653",1704,2701,5
"44654",1704,2827,5
"44655",1704,2835,5
"44658",1704,2857,7
"44660",1704,2877,7
"44661",1704,2880,7
"44662",1704,2897,7
"44663",1704,2908,8
"44664",1704,2915,8
"44665",1704,2919,9
"44669",1704,2954,7
"44670",1704,2984,5
"44675",1704,3029,7
"44681",1704,3085,4
"44682",1704,3134,6
"44684",1704,3261,3
"44687",1704,3341,5
"44690",1704,3375,7
"44691",1704,3380,5
"44692",1704,3388,8
"44693",1704,3415,5
"44695",1704,3435,7
"44696",1704,3443,7
"44697",1704,3486,7
"44698",1704,3488,6
"44699",1704,3524,7
"44701",1704,3570,7
"44703",1704,3626,5
"44704",1704,3746,5
"44705",1704,3757,5
"44713",1704,3941,7
"44714",1704,3994,5
"44851",1730,1744,4
"44852",1730,1759,6
"44853",1730,1763,4
"44856",1730,1797,6
"44857",1730,1799,7
"44859",1730,1828,8
"44861",1730,1846,6
"44864",1730,1875,6
"44865",1730,1896,7
"44868",1730,1923,7
"44869",1730,1947,7
"44872",1730,1966,7
"44874",1730,1986,3
"44876",1730,2006,7
"44880",1730,2069,5
"44883",1730,2107,5
"44884",1730,2118,5
"44886",1730,2141,5
"44887",1730,2158,7
"44890",1730,2192,8
"44891",1730,2196,7
"44892",1730,2211,8
"44893",1730,2230,5
"44894",1730,2242,5
"44897",1730,2295,7
"44899",1730,2327,5
"44900",1730,2332,4
"44901",1730,2340,5
"44903",1730,2381,5
"44904",1730,2389,7
"44905",1730,2413,8
"44906",1730,2418,5
"44907",1730,2452,6
"44909",1730,2488,3
"44910",1730,2498,4
"44912",1730,2512,6
"44913",1730,2523,5
"44914",1730,2535,5
"44915",1730,2585,6
"44916",1730,2607,6
"44917",1730,2682,8
"44918",1730,2701,7
"44919",1730,2827,7
"44920",1730,2835,7
"44923",1730,2857,5
"44925",1730,2877,3
"44926",1730,2880,7
"44927",1730,2897,7
"44928",1730,2908,6
"44929",1730,2915,8
"44930",1730,2919,7
"44934",1730,2954,7
"44935",1730,2984,7
"44940",1730,3029,7
"44946",1730,3085,6
"44947",1730,3134,8
"44949",1730,3261,5
"44952",1730,3341,7
"44955",1730,3375,7
"44956",1730,3380,7
"44957",1730,3388,6
"44958",1730,3415,5
"44960",1730,3435,5
"44961",1730,3443,5
"44962",1730,3486,7
"44963",1730,3488,8
"44964",1730,3524,7
"44966",1730,3570,7
"44968",1730,3626,7
"44969",1730,3746,5
"44970",1730,3757,5
"44978",1730,3941,7
"44979",1730,3994,7
"44983",1744,1759,4
"44984",1744,1763,4
"44987",1744,1797,6
"44988",1744,1799,7
"44990",1744,1828,8
"44992",1744,1846,8
"44995",1744,1875,6
"44996",1744,1896,7
"44999",1744,1923,5
"45000",1744,1947,5
"45003",1744,1966,7
"45005",1744,1986,7
"45007",1744,2006,5
"45011",1744,2069,7
"45014",1744,2107,5
"45015",1744,2118,7
"45017",1744,2141,7
"45018",1744,2158,7
"45021",1744,2192,6
"45022",1744,2196,5
"45023",1744,2211,6
"45024",1744,2230,7
"45025",1744,2242,7
"45028",1744,2295,5
"45030",1744,2327,5
"45031",1744,2332,6
"45032",1744,2340,7
"45034",1744,2381,5
"45035",1744,2389,7
"45036",1744,2413,8
"45037",1744,2418,7
"45038",1744,2452,8
"45040",1744,2488,7
"45041",1744,2498,8
"45043",1744,2512,4
"45044",1744,2523,5
"45045",1744,2535,7
"45046",1744,2585,4
"45047",1744,2607,4
"45048",1744,2682,6
"45049",1744,2701,3
"45050",1744,2827,3
"45051",1744,2835,5
"45054",1744,2857,5
"45056",1744,2877,5
"45057",1744,2880,7
"45058",1744,2897,5
"45059",1744,2908,8
"45060",1744,2915,8
"45061",1744,2919,7
"45065",1744,2954,5
"45066",1744,2984,5
"45071",1744,3029,7
"45077",1744,3085,6
"45078",1744,3134,8
"45080",1744,3261,5
"45083",1744,3341,5
"45086",1744,3375,5
"45087",1744,3380,7
"45088",1744,3388,8
"45089",1744,3415,9
"45091",1744,3435,7
"45092",1744,3443,9
"45093",1744,3486,7
"45094",1744,3488,8
"45095",1744,3524,7
"45097",1744,3570,7
"45099",1744,3626,5
"45100",1744,3746,5
"45101",1744,3757,5
"45109",1744,3941,7
"45110",1744,3994,7
"45114",1759,1763,4
"45117",1759,1797,8
"45118",1759,1799,5
"45120",1759,1828,6
"45122",1759,1846,8
"45125",1759,1875,6
"45126",1759,1896,7
"45129",1759,1923,5
"45130",1759,1947,5
"45133",1759,1966,3
"45135",1759,1986,7
"45137",1759,2006,5
"45141",1759,2069,7
"45144",1759,2107,5
"45145",1759,2118,9
"45147",1759,2141,7
"45148",1759,2158,7
"45151",1759,2192,10
"45152",1759,2196,7
"45153",1759,2211,8
"45154",1759,2230,7
"45155",1759,2242,7
"45158",1759,2295,5
"45160",1759,2327,7
"45161",1759,2332,8
"45162",1759,2340,7
"45164",1759,2381,7
"45165",1759,2389,9
"45166",1759,2413,8
"45167",1759,2418,5
"45168",1759,2452,10
"45170",1759,2488,5
"45171",1759,2498,8
"45173",1759,2512,8
"45174",1759,2523,3
"45175",1759,2535,5
"45176",1759,2585,6
"45177",1759,2607,6
"45178",1759,2682,4
"45179",1759,2701,5
"45180",1759,2827,7
"45181",1759,2835,7
"45184",1759,2857,7
"45186",1759,2877,7
"45187",1759,2880,9
"45188",1759,2897,7
"45189",1759,2908,8
"45190",1759,2915,8
"45191",1759,2919,7
"45195",1759,2954,7
"45196",1759,2984,7
"45201",1759,3029,5
"45207",1759,3085,8
"45208",1759,3134,8
"45210",1759,3261,5
"45213",1759,3341,7
"45216",1759,3375,5
"45217",1759,3380,7
"45218",1759,3388,10
"45219",1759,3415,7
"45221",1759,3435,7
"45222",1759,3443,7
"45223",1759,3486,7
"45224",1759,3488,10
"45225",1759,3524,7
"45227",1759,3570,7
"45229",1759,3626,7
"45230",1759,3746,7
"45231",1759,3757,5
"45239",1759,3941,7
"45240",1759,3994,7
"45246",1763,1797,8
"45247",1763,1799,7
"45249",1763,1828,8
"45251",1763,1846,6
"45254",1763,1875,6
"45255",1763,1896,7
"45258",1763,1923,5
"45259",1763,1947,7
"45262",1763,1966,7
"45264",1763,1986,7
"45266",1763,2006,5
"45270",1763,2069,5
"45273",1763,2107,7
"45274",1763,2118,5
"45276",1763,2141,7
"45277",1763,2158,7
"45280",1763,2192,8
"45281",1763,2196,7
"45282",1763,2211,6
"45283",1763,2230,3
"45284",1763,2242,5
"45287",1763,2295,5
"45289",1763,2327,5
"45290",1763,2332,8
"45291",1763,2340,7
"45293",1763,2381,5
"45294",1763,2389,7
"45295",1763,2413,6
"45296",1763,2418,7
"45297",1763,2452,8
"45299",1763,2488,7
"45300",1763,2498,6
"45302",1763,2512,8
"45303",1763,2523,5
"45304",1763,2535,3
"45305",1763,2585,8
"45306",1763,2607,6
"45307",1763,2682,6
"45308",1763,2701,3
"45309",1763,2827,7
"45310",1763,2835,5
"45313",1763,2857,5
"45315",1763,2877,7
"45316",1763,2880,7
"45317",1763,2897,7
"45318",1763,2908,8
"45319",1763,2915,6
"45320",1763,2919,5
"45324",1763,2954,7
"45325",1763,2984,7
"45330",1763,3029,5
"45336",1763,3085,8
"45337",1763,3134,10
"45339",1763,3261,7
"45342",1763,3341,9
"45345",1763,3375,7
"45346",1763,3380,9
"45347",1763,3388,10
"45348",1763,3415,7
"45350",1763,3435,9
"45351",1763,3443,7
"45352",1763,3486,9
"45353",1763,3488,8
"45354",1763,3524,7
"45356",1763,3570,9
"45358",1763,3626,7
"45359",1763,3746,7
"45360",1763,3757,7
"45368",1763,3941,5
"45369",1763,3994,9
"45628",1797,1799,3
"45630",1797,1828,4
"45632",1797,1846,4
"45635",1797,1875,4
"45636",1797,1896,7
"45639",1797,1923,5
"45640",1797,1947,7
"45643",1797,1966,7
"45645",1797,1986,7
"45647",1797,2006,7
"45651",1797,2069,3
"45654",1797,2107,7
"45655",1797,2118,5
"45657",1797,2141,5
"45658",1797,2158,7
"45661",1797,2192,4
"45662",1797,2196,5
"45663",1797,2211,6
"45664",1797,2230,5
"45665",1797,2242,5
"45668",1797,2295,7
"45670",1797,2327,7
"45671",1797,2332,6
"45672",1797,2340,3
"45674",1797,2381,7
"45675",1797,2389,5
"45676",1797,2413,8
"45677",1797,2418,5
"45678",1797,2452,6
"45680",1797,2488,3
"45681",1797,2498,4
"45683",1797,2512,4
"45684",1797,2523,7
"45685",1797,2535,5
"45686",1797,2585,4
"45687",1797,2607,6
"45688",1797,2682,6
"45689",1797,2701,7
"45690",1797,2827,5
"45691",1797,2835,5
"45694",1797,2857,5
"45696",1797,2877,7
"45697",1797,2880,5
"45698",1797,2897,5
"45699",1797,2908,6
"45700",1797,2915,6
"45701",1797,2919,7
"45705",1797,2954,3
"45706",1797,2984,3
"45711",1797,3029,5
"45717",1797,3085,6
"45718",1797,3134,8
"45720",1797,3261,7
"45723",1797,3341,5
"45726",1797,3375,7
"45727",1797,3380,5
"45728",1797,3388,6
"45729",1797,3415,7
"45731",1797,3435,7
"45732",1797,3443,5
"45733",1797,3486,7
"45734",1797,3488,4
"45735",1797,3524,5
"45737",1797,3570,5
"45739",1797,3626,7
"45740",1797,3746,5
"45741",1797,3757,7
"45749",1797,3941,5
"45750",1797,3994,3
"45755",1799,1828,5
"45757",1799,1846,5
"45760",1799,1875,5
"45761",1799,1896,4
"45764",1799,1923,4
"45765",1799,1947,4
"45768",1799,1966,4
"45770",1799,1986,4
"45772",1799,2006,6
"45776",1799,2069,4
"45779",1799,2107,6
"45780",1799,2118,6
"45782",1799,2141,4
"45783",1799,2158,8
"45786",1799,2192,5
"45787",1799,2196,8
"45788",1799,2211,5
"45789",1799,2230,6
"45790",1799,2242,6
"45793",1799,2295,8
"45795",1799,2327,6
"45796",1799,2332,3
"45797",1799,2340,6
"45799",1799,2381,4
"45800",1799,2389,4
"45801",1799,2413,5
"45802",1799,2418,6
"45803",1799,2452,7
"45805",1799,2488,6
"45806",1799,2498,7
"45808",1799,2512,5
"45809",1799,2523,6
"45810",1799,2535,6
"45811",1799,2585,3
"45812",1799,2607,5
"45813",1799,2682,3
"45814",1799,2701,6
"45815",1799,2827,4
"45816",1799,2835,6
"45819",1799,2857,8
"45821",1799,2877,6
"45822",1799,2880,6
"45823",1799,2897,6
"45824",1799,2908,5
"45825",1799,2915,7
"45826",1799,2919,4
"45830",1799,2954,6
"45831",1799,2984,6
"45836",1799,3029,6
"45842",1799,3085,5
"45843",1799,3134,5
"45845",1799,3261,6
"45848",1799,3341,4
"45851",1799,3375,6
"45852",1799,3380,6
"45853",1799,3388,7
"45854",1799,3415,4
"45856",1799,3435,6
"45857",1799,3443,6
"45858",1799,3486,6
"45859",1799,3488,5
"45860",1799,3524,4
"45862",1799,3570,4
"45864",1799,3626,6
"45865",1799,3746,6
"45866",1799,3757,6
"45874",1799,3941,6
"45875",1799,3994,4
"46004",1828,1846,4
"46007",1828,1875,6
"46008",1828,1896,5
"46011",1828,1923,7
"46012",1828,1947,7
"46015",1828,1966,5
"46017",1828,1986,7
"46019",1828,2006,7
"46023",1828,2069,7
"46026",1828,2107,5
"46027",1828,2118,7
"46029",1828,2141,5
"46030",1828,2158,7
"46033",1828,2192,4
"46034",1828,2196,7
"46035",1828,2211,4
"46036",1828,2230,7
"46037",1828,2242,5
"46040",1828,2295,5
"46042",1828,2327,7
"46043",1828,2332,6
"46044",1828,2340,3
"46046",1828,2381,7
"46047",1828,2389,5
"46048",1828,2413,6
"46049",1828,2418,7
"46050",1828,2452,6
"46052",1828,2488,7
"46053",1828,2498,4
"46055",1828,2512,4
"46056",1828,2523,3
"46057",1828,2535,7
"46058",1828,2585,6
"46059",1828,2607,8
"46060",1828,2682,6
"46061",1828,2701,7
"46062",1828,2827,7
"46063",1828,2835,7
"46066",1828,2857,5
"46068",1828,2877,5
"46069",1828,2880,5
"46070",1828,2897,7
"46071",1828,2908,6
"46072",1828,2915,6
"46073",1828,2919,5
"46077",1828,2954,7
"46078",1828,2984,5
"46083",1828,3029,7
"46089",1828,3085,8
"46090",1828,3134,8
"46092",1828,3261,7
"46095",1828,3341,5
"46098",1828,3375,5
"46099",1828,3380,3
"46100",1828,3388,6
"46101",1828,3415,7
"46103",1828,3435,7
"46104",1828,3443,7
"46105",1828,3486,7
"46106",1828,3488,6
"46107",1828,3524,5
"46109",1828,3570,7
"46111",1828,3626,5
"46112",1828,3746,5
"46113",1828,3757,5
"46121",1828,3941,5
"46122",1828,3994,5
"46250",1846,1875,4
"46251",1846,1896,5
"46254",1846,1923,7
"46255",1846,1947,7
"46258",1846,1966,5
"46260",1846,1986,7
"46262",1846,2006,5
"46266",1846,2069,5
"46269",1846,2107,5
"46270",1846,2118,5
"46272",1846,2141,3
"46273",1846,2158,3
"46276",1846,2192,6
"46277",1846,2196,5
"46278",1846,2211,6
"46279",1846,2230,7
"46280",1846,2242,5
"46283",1846,2295,3
"46285",1846,2327,5
"46286",1846,2332,6
"46287",1846,2340,3
"46289",1846,2381,3
"46290",1846,2389,5
"46291",1846,2413,4
"46292",1846,2418,5
"46293",1846,2452,6
"46295",1846,2488,5
"46296",1846,2498,4
"46298",1846,2512,6
"46299",1846,2523,7
"46300",1846,2535,5
"46301",1846,2585,8
"46302",1846,2607,8
"46303",1846,2682,6
"46304",1846,2701,7
"46305",1846,2827,7
"46306",1846,2835,7
"46309",1846,2857,5
"46311",1846,2877,5
"46312",1846,2880,5
"46313",1846,2897,5
"46314",1846,2908,6
"46315",1846,2915,6
"46316",1846,2919,5
"46320",1846,2954,7
"46321",1846,2984,5
"46326",1846,3029,7
"46332",1846,3085,6
"46333",1846,3134,6
"46335",1846,3261,7
"46338",1846,3341,5
"46341",1846,3375,5
"46342",1846,3380,5
"46343",1846,3388,4
"46344",1846,3415,3
"46346",1846,3435,5
"46347",1846,3443,7
"46348",1846,3486,7
"46349",1846,3488,4
"46350",1846,3524,5
"46352",1846,3570,5
"46354",1846,3626,7
"46355",1846,3746,7
"46356",1846,3757,7
"46364",1846,3941,7
"46365",1846,3994,5
"46608",1875,1896,7
"46611",1875,1923,5
"46612",1875,1947,5
"46615",1875,1966,5
"46617",1875,1986,5
"46619",1875,2006,5
"46623",1875,2069,3
"46626",1875,2107,5
"46627",1875,2118,5
"46629",1875,2141,5
"46630",1875,2158,5
"46633",1875,2192,6
"46634",1875,2196,5
"46635",1875,2211,6
"46636",1875,2230,5
"46637",1875,2242,3
"46640",1875,2295,5
"46642",1875,2327,5
"46643",1875,2332,6
"46644",1875,2340,5
"46646",1875,2381,5
"46647",1875,2389,7
"46648",1875,2413,6
"46649",1875,2418,5
"46650",1875,2452,6
"46652",1875,2488,5
"46653",1875,2498,4
"46655",1875,2512,6
"46656",1875,2523,3
"46657",1875,2535,5
"46658",1875,2585,6
"46659",1875,2607,6
"46660",1875,2682,8
"46661",1875,2701,7
"46662",1875,2827,5
"46663",1875,2835,5
"46666",1875,2857,7
"46668",1875,2877,5
"46669",1875,2880,5
"46670",1875,2897,5
"46671",1875,2908,6
"46672",1875,2915,4
"46673",1875,2919,7
"46677",1875,2954,3
"46678",1875,2984,5
"46683",1875,3029,7
"46689",1875,3085,6
"46690",1875,3134,6
"46692",1875,3261,5
"46695",1875,3341,7
"46698",1875,3375,7
"46699",1875,3380,5
"46700",1875,3388,4
"46701",1875,3415,5
"46703",1875,3435,5
"46704",1875,3443,5
"46705",1875,3486,5
"46706",1875,3488,4
"46707",1875,3524,5
"46709",1875,3570,5
"46711",1875,3626,7
"46712",1875,3746,7
"46713",1875,3757,5
"46721",1875,3941,5
"46722",1875,3994,5
"46728",1896,1923,6
"46729",1896,1947,6
"46732",1896,1966,4
"46734",1896,1986,4
"46736",1896,2006,4
"46740",1896,2069,6
"46743",1896,2107,4
"46744",1896,2118,6
"46746",1896,2141,4
"46747",1896,2158,6
"46750",1896,2192,5
"46751",1896,2196,4
"46752",1896,2211,5
"46753",1896,2230,6
"46754",1896,2242,6
"46757",1896,2295,6
"46759",1896,2327,4
"46760",1896,2332,5
"46761",1896,2340,6
"46763",1896,2381,6
"46764",1896,2389,6
"46765",1896,2413,5
"46766",1896,2418,6
"46767",1896,2452,3
"46769",1896,2488,6
"46770",1896,2498,5
"46772",1896,2512,5
"46773",1896,2523,6
"46774",1896,2535,8
"46775",1896,2585,5
"46776",1896,2607,5
"46777",1896,2682,5
"46778",1896,2701,6
"46779",1896,2827,6
"46780",1896,2835,6
"46783",1896,2857,6
"46785",1896,2877,6
"46786",1896,2880,6
"46787",1896,2897,6
"46788",1896,2908,5
"46789",1896,2915,7
"46790",1896,2919,6
"46794",1896,2954,8
"46795",1896,2984,4
"46800",1896,3029,8
"46806",1896,3085,5
"46807",1896,3134,3
"46809",1896,3261,6
"46812",1896,3341,6
"46815",1896,3375,6
"46816",1896,3380,4
"46817",1896,3388,5
"46818",1896,3415,4
"46820",1896,3435,4
"46821",1896,3443,6
"46822",1896,3486,4
"46823",1896,3488,7
"46824",1896,3524,6
"46826",1896,3570,6
"46828",1896,3626,6
"46829",1896,3746,6
"46830",1896,3757,6
"46838",1896,3941,6
"46839",1896,3994,6
"47074",1923,1947,4
"47077",1923,1966,6
"47079",1923,1986,4
"47081",1923,2006,4
"47085",1923,2069,4
"47088",1923,2107,8
"47089",1923,2118,8
"47091",1923,2141,8
"47092",1923,2158,10
"47095",1923,2192,5
"47096",1923,2196,6
"47097",1923,2211,5
"47098",1923,2230,6
"47099",1923,2242,6
"47102",1923,2295,8
"47104",1923,2327,6
"47105",1923,2332,5
"47106",1923,2340,8
"47108",1923,2381,6
"47109",1923,2389,6
"47110",1923,2413,7
"47111",1923,2418,8
"47112",1923,2452,5
"47114",1923,2488,6
"47115",1923,2498,7
"47117",1923,2512,5
"47118",1923,2523,6
"47119",1923,2535,6
"47120",1923,2585,3
"47121",1923,2607,3
"47122",1923,2682,5
"47123",1923,2701,4
"47124",1923,2827,6
"47125",1923,2835,4
"47128",1923,2857,4
"47130",1923,2877,8
"47131",1923,2880,4
"47132",1923,2897,4
"47133",1923,2908,7
"47134",1923,2915,7
"47135",1923,2919,6
"47139",1923,2954,4
"47140",1923,2984,6
"47145",1923,3029,4
"47151",1923,3085,7
"47152",1923,3134,9
"47154",1923,3261,6
"47157",1923,3341,8
"47160",1923,3375,6
"47161",1923,3380,10
"47162",1923,3388,9
"47163",1923,3415,8
"47165",1923,3435,8
"47166",1923,3443,6
"47167",1923,3486,8
"47168",1923,3488,7
"47169",1923,3524,6
"47171",1923,3570,8
"47173",1923,3626,6
"47174",1923,3746,6
"47175",1923,3757,6
"47183",1923,3941,8
"47184",1923,3994,6
"47190",1947,1966,4
"47192",1947,1986,4
"47194",1947,2006,6
"47198",1947,2069,6
"47201",1947,2107,6
"47202",1947,2118,10
"47204",1947,2141,6
"47205",1947,2158,10
"47208",1947,2192,7
"47209",1947,2196,8
"47210",1947,2211,9
"47211",1947,2230,8
"47212",1947,2242,8
"47215",1947,2295,8
"47217",1947,2327,6
"47218",1947,2332,5
"47219",1947,2340,8
"47221",1947,2381,6
"47222",1947,2389,8
"47223",1947,2413,7
"47224",1947,2418,8
"47225",1947,2452,7
"47227",1947,2488,4
"47228",1947,2498,9
"47230",1947,2512,7
"47231",1947,2523,4
"47232",1947,2535,8
"47233",1947,2585,3
